Ax,Ay,Az
5905,3510,5163
-6107,7077,-4391
1560,-11823,13732
4418,7024,1789
-6816,3530,-2178
3738,-11138,14457
2524,9773,-1256
-6685,-380,706
5391,-9317,13978
442,11469,-3743
-5658,-4358,4116
6383,-6202,12526
-1930,-4512,-5379
-4036,11789,7375
-4128,-7625,7211
6817,-2922,10334
-3939,11179,-5859
-2203,-10268,10288
6583,1075,7286
-5452,9032,-5265
59,7672,12620
5464,-11699,3812
-6385,6558,-3640
2368,4024,14049
3672,-11291,610
-6860,9428,-1208
4415,139,14404
1782,-9552,-2292
-6427,11290,1934
5811,-3827,3614
-379,-6740,12801
-5101,11905,-5240
6605,-7303,7026
-2719,-3065,10514
-3361,11229,-5847
6852,-10095,10066
-4699,776,7519
-5343,9222,-5351
-102,-11469,12507
5546,4638,4066
-6334,6026,-3790
2252,-11760,14060
3826,8009,814
-6885,2320,-1328
4285,-10679,14406
1888,10362,-2115
-6418,-1694,1819
5738,-8391,13648
-316,11851,-4318
-5183,-5444,5164
6556,-5189,11812
-2668,11770,-5615
-3416,11269,8442
6821,-10006,9150
-4646,667,-5747
-1361,9267,11294
6230,-11561,5880
-5914,4546,-4755
968,6229,-3793
4775,-11614,13956
-6651,7843,831
3277,2355,-1359
2875,-10639,14402
-6771,10384,-2106
5155,-1632,1767
839,-8407,13665
-5907,11734,-4352
-5184,-5478,5183
6584,-5170,11883
-2635,11944,-5561
-3453,-8591,8461
6798,-1427,9221
-4647,10491,-5693
-1355,-10956,11305
6264,2591,5939
-5889,7876,-4706
1001,-11838,13373
4795,6281,2532
-6693,4410,-2795
3286,-11405,14370
2905,-10748,-654
-6823,10368,38
5103,-1430,14092
890,-8558,-3232
-5902,11604,3361
6217,-5370,12880
-1437,-5269,-5082
-4387,11768,-5623
6780,-8661,8376
-3673,-1454,9255
-2489,10476,-5767
6667,-10893,11266
-5281,2488,6052
-231,8122,-4816
5613,-11874,13257
4863,6142,2634
-6688,4485,-2807
3210,-11451,14356
2963,9187,-561
-6770,545,21
5070,-9780,14245
930,11146,-3207
-5963,-3447,3327
6204,-6923,12953
-1338,11838,-5120
-4404,11757,6750
6768,-8625,10710
-3615,-1532,-5821
-2531,10594,9796
6688,-10825,7806
-5249,2289,-5436
-345,8075,12288
5665,-11816,4448
-6274,6036,2771
2010,4630,-2937
4029,-11457,14322
-6849,9043,-444
4120,779,-207
2090,-9806,14221
-6577,11049,-3154
5693,-3269,3153
-74,-7191,13072
-5354,11860,-5002
6497,-6897,6504
6759,-3697,10849
-3531,11438,-5786
-2676,-9637,9674
6703,146,7968
-5202,9579,-5430
-475,-11444,12228
5779,4083,4613
-6247,6595,-4092
1920,-11817,13889
4083,7540,1259
-6850,2918,-1755
4006,-10909,14426
2176,10135,-1739
-6599,-1055,1268
5575,-3101,13839
44,-7248,-4197
-5416,11884,4725
6504,-6779,12144
-2342,-3801,-5552
-3736,11469,8042
6872,-9670,9599
-4404,16,8068
-1649,9718,-5480
6383,-11407,12128
-5738,3952,4798
630,6741,-4156
5077,-11842,13850
-6626,7447,1403
2976,3047,-1883
3997,-11006,14442
2247,10059,-1617
-6556,-861,1196
5507,-8882,13854
139,11536,-4040
-5404,-4869,4609
6484,-5772,12242
-2224,11858,-5519
-3750,-8277,7955
6862,-2014,9701
-4338,10809,-5829
-1704,-10688,10867
6389,1971,6484
-5702,8518,-5019
605,6842,13013
5063,-11851,3060
-6617,7383,-3176
2923,3073,14275
3245,-10950,-221
-6812,10101,-388
4843,-925,1192
1170,-8873,13871
-6098,11579,-4067
6105,-4678,4635
-1096,-5723,12130
-4590,11778,-5467
6729,-8240,7969
-3397,-2027,9692
-4324,10777,-5774
-1705,-10680,10903
6393,1938,6525
-5692,8355,-4963
628,-11766,13112
5067,5734,3076
-6616,4963,-3139
2931,-11569,14268
3225,8863,-217
-6849,1331,-515
4894,-10110,14169
1236,10878,-2909
-6133,11544,2877
6071,-4845,13143
-1066,-5786,-4867
-4664,11837,6226
6705,-8179,11061
-3328,-2063,-5816
-2823,10803,9419
6731,-10633,8187
-5076,1853,-5576
-673,8412,-5015
5846,-11603,13018
-6217,5562,3075
1775,5009,-3116
4227,-11543,14265
-6846,8752,-81
3905,1206,-477
2358,-10124,14309
1285,10917,-2802
-6168,-2772,2746
6043,-7572,13282
-951,11840,-4849
-4747,-6519,6159
6757,-4110,11179
-3272,11572,-5789
-2881,-9464,9206
6751,-446,8160
-4980,9809,-5501
-695,-11292,11919
5853,3658,4982
-6165,6959,-4295
1670,-11842,13735
4279,7176,1584
-6831,8671,-2053
3789,1355,14408
2396,-10199,-1444
-6623,10879,940
5481,-2628,13950
283,-7663,-3928
-5597,11649,-4836
6486,-6390,6117
-2100,-4224,11176
-3913,11525,-5755
6821,-9460,9265
-4204,-322,8400
-1899,9906,-5547
6448,-11305,11946
5984,3614,5109
-6135,7049,-4312
1588,-11852,13729
4332,7133,1712
-6826,3412,-2110
3762,-10923,14397
2417,9775,-1466
-6597,-639,960
5428,-9062,13924
330,11479,-3865
-5578,-4559,4260
6451,-6059,12444
-2031,11886,-5432
-4012,11627,7614
6839,-9393,9944
-4156,-362,-5871
-1923,9955,10624
6490,-11317,6796
-5693,3348,-5036
381,7052,12874
5202,-11801,3393
-6531,7043,1743
2711,3467,-2108
3420,-11082,14423
-6859,9828,-1389
4716,-565,942
1406,-9085,13965
-6184,11534,-3886
-5559,-4528,4362
6469,-5972,12416
-2094,11862,-5445
-3921,-8098,7748
6813,-2278,9892
-4212,10892,-5807
-1833,-10541,10680
6450,1647,6667
-5669,8598,-5040
445,-11620,12979
5190,5394,3287
-6603,5255,-3294
2750,3390,14202
3416,-11091,64
-6876,9882,-676
4721,-566,14306
1422,-9102,-2746
-6205,11462,2557
5997,-4386,13256
-839,-6070,-4752
-4780,11801,6033
6669,-7947,7633
-3165,-2410,9973
-2998,10930,-5810
6754,-10493,10635
-4985,1569,6829
-801,8675,-5077
5949,-11703,12848
-6120,5366,3454
-6504,5459,-3355
2703,-11665,14185
3424,8561,171
-6873,1527,-746
4686,-10276,14294
1438,10791,-2651
-6204,-2449,2529
5997,-7768,13314
-804,11857,-4750
-4810,-6304,5954
6721,-4317,11313
-3160,11619,-5794
-3039,-9371,9143
6748,-419,8502
-4983,1341,-5556
-839,8749,11799
5961,-11723,5215
-6130,5260,-4391
1467,5418,13662
4449,-11673,1845
-6777,8487,-2205
3724,1644,-796
2497,-10343,14399
-6698,10768,-2600
5374,-2444,2423
430,-7849,13302
-5630,11814,-4640
6357,-6005,5819
-1864,-4540,11411
-4023,11596,-5706
-3058,-9214,9060
6770,-626,8594
-4925,10087,-5600
-913,-11181,11741
6017,3331,5273
-6079,7245,-4457
1430,-11824,13622
4461,6912,1897
-6825,3695,-2298
3637,-11203,14327
2570,9530,-1180
-6646,-203,659
5334,-9330,14005
495,11329,-3658
-5710,11763,3975
6377,-6015,12616
-1808,-4651,-5312
-4145,11666,7325
6818,-9145,10271
-4030,-812,-5850
-2174,10280,-5680
6573,-11141,11604
-5465,3066,5536
52,7464,-4514
5386,-11877,13563
-6432,6732,2060
2464,3887,-2405
3643,-11155,14444
2674,9569,-1047
-6742,-91,504
5260,-9406,14065
568,11359,-3636
-5737,-4114,3872
6345,-6482,12644
-1778,11913,-5318
-4207,-7518,7212
6789,-2907,10149
-3917,11051,-5795
-2186,-10249,10291
6525,1139,7169
-5460,8948,-5205
136,7455,12704
5386,-11811,3790
-6486,6694,-3600
2452,3894,14128
3638,-11249,500
-6853,9577,-1015
4489,-79,14384
1658,-9421,-2384
-6376,11125,-3622
5937,-4018,3973
-598,-6466,12617
-4926,11796,-5219
6629,-7593,7291
-2876,-2860,10293
-3206,11103,-5827
-2165,-10235,10305
6555,1096,7212
-5426,8984,-5242
72,-11668,12652
5401,4898,3844
-6465,5833,-3639
2408,-11539,14053
3687,8143,423
-6850,1968,-1059
4467,-10476,14316
1702,10574,-2355
-6347,-2059,2094
5875,-8061,13491
-550,11784,-4579
-5042,-5864,5547
6626,-7564,11615
-2898,-2891,-5680
-3268,11149,8760
6820,-10211,8882
-4789,918,-5681
-1092,9074,11502
6089,-11630,12622
-5972,4843,3941
1213,5845,-3620
4627,-11722,14134
-6730,8181,593
3439,2093,-1078
2733,-10540,14428
-6709,10564,-2332
5257,-1717,2153
5919,-8055,13447
-515,11654,-4491
-5055,-5809,5506
6644,-4831,11622
-2875,11725,-5685
-3285,-8951,8709
6823,-1052,8902
-4754,10280,-5733
-1139,-11062,11473
6163,2913,5646
-5989,7600,-4645
1160,-11857,13453
4642,6567,2133
-6751,8029,-2521
3509,2074,14397
2793,-10556,-919
-6796,10493,373
5234,-1913,14137
733,-8205,-3504
-5819,11754,3721
6317,-5750,12788
-1613,-4905,11709
-4269,11722,-5656
6857,-8925,8693
-3837,-1130,9013
-2307,10338,-5703
6610,-11026,11385
6185,2637,5658
-5916,7647,-4535
1186,-11805,13396
4666,6453,2349
-6680,4173,-2616
3378,-11319,14356
2825,9372,-837
-6809,284,240
5180,-9618,14103
767,11268,-3442
-5878,-3756,3558
6281,-6808,12748
-1582,11802,-5161
-4290,11660,7020
6802,-8796,10484
-3806,-1264,-5806
-2385,10416,10021
6637,-10966,7601
-5367,2638,-5332
-163,7820,12498
5569,-11830,4183
-6373,6347,-3807
2183,4366,14013
3867,-11406,14392
-6856,9423,-595
4263,495,97
1979,-9795,14204
-6462,11195,-3293
5732,-3433,3384
-288,-6967,12864
-1400,11856,-5086
-4421,-7127,6769
6786,-3395,10669
-3677,11340,-5823
-2476,-9956,9865
6693,500,7681
-5302,9385,-5415
-252,-11515,12375
5659,4364,4310
-6333,6307,-3964
2075,-11692,13959
3958,7672,904
-6802,2551,-1458
4216,-10753,14393
1942,-9767,-2012
-6492,11122,1599
5720,-3422,13719
-169,-7062,-4259
-5297,11861,5018
6570,-7046,12013
-2515,-3509,-5555
-3587,11342,-5797
6830,-9865,9800
-4527,447,7791
-1514,9395,-5451
6308,-11504,12394
-5820,4302,4397
856,6351,-3943
4885,-11789,13952
4002,7700,1086
-6847,2682,-1568
4164,-10817,14317
2017,10097,-1908
-6501,-1273,1547
5666,-8637,13663
-126,11566,-4196
-5298,-5164,4919
6540,-5467,12027
-2479,11791,-5596
-3642,-8464,8206
6847,-1684,9389
-4442,10621,-5770
-1540,-10778,11069
6355,-11415,6198
-5862,4012,-4821
763,6464,13195
4942,-11756,2820
-6678,7629,-2913
3111,2773,14303
3079,-10828,14462
-6798,10220,-1844
4993,-1253,1491
1035,-8629,13769
-5991,11640,-4203
6163,-5191,4861
6552,-5537,12085
-2384,11875,-5554
-3631,-8476,8095
6865,-1807,9449
-4439,10705,-5740
-1555,-10796,11038
6316,2204,6302
-5740,8205,-4902
773,-11822,13164
4984,5947,2877
-6660,4758,-3021
3032,-11385,14310
3123,8934,-388
-6798,847,-184
4929,-9923,14261
1117,10994,-3055
-6046,11601,3009
6147,-5000,13113
-1130,-5604,-4957
-4622,11869,6437
6745,-8160,10936
-3458,-1860,-5808
-2679,10644,9618
6737,-10690,8023
-5177,2031,6410
-509,8273,-4923
5794,-11775,13112
-6241,5757,3069
1823,4984,-3121
4170,-11538,14272
-6828,8860,-169
4006,1114,-423
4843,-10074,14193
1219,10961,-2898
-6054,-2806,2896
6105,-7476,13113
-1105,11842,-4876
-4650,-6632,6307
6723,-3979,11055
-3374,11529,-5825
-2764,-9596,9478
6739,-34,8174
-5121,9769,-5515
-565,-11386,12058
5861,3871,4821
-6217,5694,-4222
1714,5231,13698
4198,-11610,1518
-6754,8696,-1905
3873,1275,14377
2288,-10145,-1498
-6608,10925,1080
5532,-2766,13920
219,-7522,13238
-5474,11863,-4827
6461,-6508,6165
-2156,-4096,11180
-3865,11574,-5774
6837,-9479,9353
-4224,-217,8196
-5117,9809,-5509
-630,-11153,11996
5877,3673,4929
-6188,6880,-4202
1646,-11806,13757
4265,7205,1566
-6834,3241,-1994
3853,-11010,14387
2330,9972,-1513
-6604,-772,1052
5497,-8950,13884
215,11510,-3985
-5511,-4703,4462
6455,-5907,12221
-2170,11750,-5427
-3800,11426,7840
6795,-9419,9751
-4277,-235,-5759
-1812,9820,10742
6406,-11251,6605
-5664,3751,-5020
493,6907,13033
5132,-11844,13796
-6586,7259,1556
2844,3423,-2009
3891,-10988,14316
2358,9834,-1447
-6649,-705,1036
5488,-9028,13911
252,11495,-3931
-5534,-4629,4416
6460,-6006,12371
-2112,11895,-5451
-3896,-8087,7730
6857,-2242,9847
-4238,10921,-5844
-1858,-10439,10697
6454,1598,6639
-5594,8536,-5037
430,-11720,12895
5191,5415,3357
-6539,5302,-3306
2747,-11570,14191
3398,-11078,90
-6883,9845,-663
4699,-532,14314
1428,-9093,-2714
-6187,11631,2459
6053,-4407,13205
-782,-6155,-4692
-4831,11861,-5367
6683,-7944,7631
-3147,-2401,9959
-2996,10980,-5826
6754,-10468,10627
-4968,1636,6747
-809,8766,-5054
5974,-11552,12881
5161,5317,3387
-6537,5316,-3329
2739,-11595,14172
3429,8528,146
-6867,1490,-666
4698,-10327,14318
1384,10816,-2726
-6253,-2560,2579
6005,-7692,13305
-800,11844,-4760
-4861,-6347,5962
6708,-4281,11279
-3155,11601,-5764
-2938,10921,9218
6737,-10466,8430
-4976,1583,-5585
-783,8651,11873
5978,-11716,5126
-6104,5349,-4349
1565,5358,13706
4410,-11624,1755
-6813,8514,176
3756,1769,-720
2452,-10230,14204
-6620,10664,-2612
5388,-2474,2534
371,-7777,13351
-5602,11796,-4733
6415,-6243,5898
6666,-4398,11326
-3140,11574,-5757
-3044,-9298,9102
6773,-540,8540
-4946,10021,-5637
-870,-11245,11771
5986,3428,5189
-6114,7477,-4297
1475,-11674,13572
4415,6847,1882
-6778,3645,-2205
3657,-11190,14389
2552,9669,-1195
-6653,-306,729
5351,-2373,14030
441,-7870,-3718
-5658,11810,4127
6405,-6149,12549
-1892,-4512,-5323
-4090,11624,7467
6859,-9057,9985
-4046,-497,8599
-1988,10009,-5651
-2054,10078,10502
6532,-11238,7027
-5555,3302,5326
228,7258,-4442
5340,-11865,13464
-6535,6652,1859
2612,3709,-2185
3521,-11142,14340
-6851,9575,-1104
-6685,-237,699
5375,-9269,13997
459,11397,-3663
-5689,-4226,4043
6386,-6335,12566
-1881,11926,-5350
-4080,-7763,7399
6865,-2637,10128
-4050,11108,-5911
-2098,-10343,10384
6559,1326,7012
-5530,8848,-5216
127,-11692,12745
5357,-11883,3647
-6466,6810,-3550
2545,3820,14128
3593,-11218,372
-6866,9650,-979
4514,-93,14351
1594,-9223,-2517
-6293,11309,-3652
5969,-4191,4028
-627,-6419,12652
-5009,11875,-5287
6675,-7653,7343
-2947,-2743,10273
-3198,11151,-5808
-2164,-10319,10373
6574,1194,7191
-5497,8960,-5223
136,-11514,12718
5376,4882,3672
-6403,5672,-3522
2465,-11631,14060
3591,8243,466
-6858,1976,-1073
4503,-10458,14343
1662,10597,-2424
-6392,-2090,2138
5906,-8056,13461
-550,11790,-4581
-4998,-5930,5548
6654,-7329,11484
-2905,-2809,-5725
-3182,11023,8851
6804,-10197,8775
-4784,1061,-5652
-1046,8977,11594
6098,-11636,12675
-5998,4928,3888
1279,5812,-3633
4614,-11719,14130
-6709,8173,589
3468,2070,-1140
2762,-10550,14401
-6758,10537,-2285
5227,-1744,2001
5890,-8240,13449
-415,11619,-4419
-5112,-5713,5399
6601,-4984,11717
-2771,11712,-5648
-3370,-8865,8638
6847,-1126,8963
-4711,10346,-5721
-1239,-11006,11430
6175,2825,5706
-5942,7678,-4641
1154,-11853,13445
4661,6522,2283
-6742,8213,-2674
3427,2317,14286
2849,-10639,-797
-6788,10517,250
5161,-1831,14118
743,-8244,-3470
-5837,11764,-4493
6320,-5756,5404
-1627,-4914,11672
-4278,11641,-5665
-3271,-8876,8732
6813,-1076,8970
-4758,10288,-5658
-1192,-11048,11479
6167,2862,5751
-5982,7657,-4583
1150,-11851,13458
4712,6500,2316
-6702,4144,-2617
3334,-11301,14395
2817,9426,-869
-6768,244,298
5199,-9553,14139
766,11257,-3508
-5868,11742,3627
6301,-5655,12797
-1554,-5004,-5200
-4325,11773,6944
6795,-8767,10460
-3759,-1355,-5810
-2344,10368,10014
6589,-10952,11339
-5403,2702,5872
-121,7763,-4695
5596,-11832,13406
-6358,6313,2474
2181,4323,-2679
3875,-11377,14365
-6872,9285,-678
-6796,392,143
5117,-9681,14002
858,11020,-3377
-5844,-3607,3545
6260,-6902,12819
-1457,11818,-5080
-4392,-7175,6828
6798,-3352,10622
-3687,11282,-5848
-2439,-9954,9932
6656,624,7637
-5319,9309,-5383
-220,-11554,12405
5643,4476,4249
-6368,6215,-3916
2107,4640,13892
3897,-11421,970
-6810,9126,-1435
4197,587,14338
1931,-9767,-1969
-6488,11137,1637
5713,-3457,13702
-166,-6997,12938
-5252,11905,-5055
6589,-7049,6683
-2539,-3437,10726
-3544,11340,-5812
6821,-9887,9808
-4557,464,7677
-1465,9511,-5344
-269,-11336,12312
5662,4291,4350
-6314,6331,-3892
2026,-11751,13914
3987,7695,1042
-6834,2641,-1526
4201,-10743,14382
1988,10295,-1956
-6503,-1411,1591
5724,-8550,13699
-153,11648,-4273
-5278,-5276,5001
6570,-5383,11899
-2532,-3423,-5569
-3518,11236,8310
6785,-9807,9375
-4521,314,-5755
-1503,9483,11104
6309,-11431,6180
-5794,4186,-4839
810,6482,13210
4964,-11793,13906
-6642,7622,1178
3082,2796,-1740
3097,-10931,14390
2126,10183,-1775
-6528,-1185,1392
5649,-8738,13709
4,11545,-4143
-5341,-5003,4847
6484,-5586,12049
-2357,11795,-5524
-3687,-8394,8101
6838,-1807,9493
-4405,10692,-5748
-1578,-10745,11022
6332,2192,6289
-5835,8404,-4800
699,-11604,13123
4972,-11767,2914
-6597,7468,-2996
2971,2926,14224
3139,-10891,-256
-6838,10108,-278
4912,-1063,14230
1174,-8796,-2990
-6056,11571,-4082
6123,-4964,4688
-1142,-5681,12139
-4613,11830,-5546
6768,-8248,8013
-3413,-1882,9588
-2759,10714,-5790
6712,-10709,10911
6404,2017,6442
-5746,8344,-4984
615,-11742,13063
5077,5692,3076
-6577,5082,-3141
2869,-11562,14238
3235,8814,-121
-6871,1153,-452
4791,-10087,14277
1262,10945,-2885
-6172,-2874,2809
6063,-7513,13204
-983,11934,-4816
-4688,-6521,6207
6690,-8130,11150
-3302,-2270,-5734
-2872,10859,9361
6727,-10588,8276
-5069,1751,-5533
-708,8506,11976
5904,-11742,4959
-6135,5498,3258
1656,5192,-3278
4312,-11599,14219
-6802,8655,-45
3809,1299,-606
2398,-10159,14316
-6633,10835,-2796
5486,-2688,2656
6018,-7630,13275
-881,11846,-4802
-4771,-6323,5979
6757,-4323,11164
-3175,11557,-5732
-2947,-9400,9231
6779,-370,8401
-4991,9898,-5557
-745,-11331,11872
5937,3585,5112
-6150,7070,-4319
1554,-11827,13714
4357,7097,1730
-6765,3457,-2101
3757,1430,14416
2441,-10141,-1382
-6644,10771,941
5429,-2528,13957
326,-7757,-3828
-5592,11847,4221
6439,-6259,12446
-1973,-4348,11254
-4016,11575,-5710
6773,-9144,9114
-4045,-538,8481
-4944,9965,-5574
-844,-11191,11787
6018,3417,5183
-6105,7130,-4378
1501,-11807,13631
4422,6985,1800
-6799,3563,-2211
3701,-10967,14358
2485,9767,-1363
-6696,-449,805
5435,-9181,13980
391,11422,-3789
-5638,-4394,4190
6415,-6186,12510
-1930,11875,-5361
-4025,11533,7523
6856,-9203,9986
-4062,-587,-5784
-2017,10006,10509
6488,-11172,6958
-5562,3351,-5107
311,7215,12863
5320,-11859,3531
-6538,6966,1850
2619,3613,-2215
3481,-11129,14417
-6828,9853,-1231
4647,-337,704
1538,-9286,13922
-6299,11399,-3748
-5658,-4268,4091
6393,-6307,12503
-1897,11893,-5346
-4060,-7803,7475
6845,-2564,10096
-4058,11009,-5844
-2060,-10383,10451
6530,1375,6914
-5584,8791,-5146
290,-11568,12804
5346,5115,3535
-6505,5520,-3430
2540,-11652,14124
3587,8390,324
-6879,9669,-870
4571,-261,14350
1571,-9284,-2535
-6318,11453,2360
5949,-4262,13403
-707,-6308,-4646
-4933,12009,5743
6711,-7658,7413
-2954,-2693,10121
-3111,11047,-5830
6758,-10343,10458
-4871,1345,7028
-931,8852,-5152
6049,-11670,12776
-6073,5139,3641
-6485,5783,-3506
2548,-11660,14028
3595,8301,389
-6858,1832,-927
4527,-10389,14330
1598,10650,-2493
-6295,-2181,2275
5926,-7948,13438
-640,11788,-4637
-4971,-5933,5692
6666,-4679,11452
-2989,11605,-5677
-3175,-9124,8904
6776,-782,8738
-4848,1222,-5643
-1012,8887,11680
6082,-11643,5424
-6017,5033,-4466
1335,5665,13562
4545,-11590,2001
-6774,8228,377
3551,1840,-904
2649,-10383,14327
-6763,10609,-2444
5291,-2172,2246
5939,-7997,13487
-576,11789,-4576
-5008,-5966,5641
6635,-4684,11539
-2948,11667,-5700
-3198,-9077,8839
6835,-849,8696
-4826,10070,-5707
-1022,-11105,11653
6078,3096,5436
-6036,7421,-4524
1278,-11844,13533
4615,6643,2109
-6751,3946,-2485
3503,-11254,14304
2674,9526,-962
-6733,104,453
5245,-2010,14061
614,-8096,-3548
-5753,11753,3818
6345,-5899,12659
-1722,-4799,-5252
-4176,11700,7210
6810,-9037,10316
-3949,-909,-5791
-2191,10341,-5704
6570,-11095,11520
-5432,2982,5625
66,7552,-4573
5461,-11860,13516
-6416,6614,2219
2377,4023,-2468
3702,-11234,14310
2717,9377,-1018
-6714,57,473
5236,-9448,14043
640,11273,-3524
-5802,-3935,3769
6341,-6590,12695
-1676,11879,-5264
-4264,-7503,7159
6818,-2953,10365
-3935,11189,-5835
-2288,-10171,10142
6576,1001,7354
-5463,9178,-5287
-2,7729,12504
5498,-11795,3930
-6386,6491,-3672
2363,4079,14018
3743,-11288,637
-6847,9437,-1147
4428,120,14347
1780,-9533,14137
-6386,11306,-3479
5861,-3703,3698
-485,-6624,12626
-5043,11774,-5130
6606,-7402,7132
-2807,-3012,10418
-3305,11151,-5798
-2267,-10129,10180
6592,895,7349
-5413,9093,-5274
-11,-11596,12583
5499,4751,3951
-6426,5922,-3723
2342,-11654,13977
3789,8002,553
-6819,2122,-1136
4374,-10503,14330
1764,10469,-2250
-6394,-1865,1976
5842,-8224,13541
-428,11712,-4462
-5111,11911,5373
6597,-7403,11690
-2768,-3086,-5659
-3344,11410,8485
6800,-10006,8980
-4636,739,-5631
-1216,9170,11343
6184,-11551,12507
-5889,4620,4090
1105,6036,-3751
2252,-11714,14021
3807,8008,749
-6868,2292,-1296
4288,-10612,14386
1822,10434,-2208
-6433,-1842,1921
5816,-8226,13600
-372,11712,-4424
-5163,-5655,5332
6624,-4979,11737
-2715,11716,-5667
-3363,-8704,8610
6824,-1136,9006
-4691,10325,-5699
-1251,-11011,11379
6171,2799,5748
-5928,7695,-4654
1088,-11805,13413
4731,6410,2417
-6710,7982,-2652
3346,2421,14281
2842,-10684,-732
-6758,10354,252
5121,-1695,14110
774,-8312,-3331
-5903,11688,3584
6268,-5577,5285
-1464,-5074,11808
-4326,11714,-5597
6770,-8744,8500
-3751,-1279,9130
-2392,10436,-5703
6635,-10921,11248
-5382,2517,5859
-5874,7831,-4617
1004,-11763,13260
4790,6243,2484
-6671,4353,-2740
3259,-11338,14308
2906,9187,-657
-6773,488,90
5058,-9669,14146
904,11169,-3305
-5918,-3545,3405
6238,-6863,12829
-1405,11773,-5149
-4390,-7205,6798
6793,-3348,10647
-3682,-1457,-5830
-2542,10515,9849
6683,-10837,7692
-5244,2471,-5366
-263,7985,12344
5678,-11692,4352
-6340,6100,-3905
2073,4500,-2813
3979,-11404,14313
-6877,9120,-484
4154,652,-53
2031,-9830,14210
-6541,11104,-3169
5691,-3344,3232
-79,-7136,12949
-1277,11718,-5032
-4435,-6880,6649
6776,-3631,10750
-3573,11352,-5782
-2626,-9738,9653
6703,247,7914
-5219,9544,-5449
-402,-11422,12232
5770,4133,4548
-6278,6547,-4062
1886,-11776,13848
4087,7623,1252
-6880,3012,-1749
4031,-10795,14403
2182,-9957,-1755
-6600,10983,1374
5625,-3069,13796
78,-7293,-4088
-5391,11902,4740
6526,-6763,12194
-2310,-3837,-5495
-3709,11431,-5790
6849,-9483,9637
-4398,158,8029
-1633,9566,-5468
-551,-11411,12162
5780,3948,4721
-6217,6700,-4126
1798,-11813,13847
4179,7405,1393
-6848,3074,-1884
3978,-10896,14282
2302,9831,-1684
-6544,-896,1224
5531,-8910,13812
104,11503,-3999
-5482,-4827,4563
6481,-5849,12203
-2200,11831,-5440
-3809,-8204,7861
6855,-2080,9717
-4284,10829,-5794
-1766,-10610,10804
6416,-11364,6568
-5683,3659,-5039
551,6986,12903
5167,-11843,3260
-6541,7201,-3220
2800,3307,14211
3391,-11034,15
-6831,9899,-1443
4727,-665,1001
1340,-9024,13921
-6188,11503,-3887
6056,-4601,4366
-867,-5962,12384
-4791,12039,-5377
6801,-7880,7634
6815,-2409,9916
-4180,10941,-5808
-1881,-10462,10582
6487,1527,6809
-5606,8659,-5072
354,-11708,12885
5271,5313,3425
-6536,5363,-3375
2684,-11636,14188
3448,8526,187
-6875,1823,-807
4644,-10257,14258
1468,10663,-2586
-6246,-2411,2455
5998,-4362,13344
-745,-6259,-4652
-4883,11860,5852
6714,-7838,11385
-3067,-2495,-5763
-3090,10926,9091
6762,-10384,8559
-4914,1406,6912
-927,8746,-5111
6010,-11690,12774
-6079,5162,3568
1449,5558,-3440
4455,-11655,14133
-6795,8418,297
-6878,1706,-848
4615,-10375,14326
1514,10733,-2594
-6305,-2394,2462
5992,-7797,13221
-680,11623,-4765
-4869,-6187,5867
6725,-4447,11355
-3067,11558,-5705
-3073,-9238,9029
6755,-625,8577
-4901,10053,-5629
-959,-11183,11734
6029,3327,5289
-6067,7230,-4435
1446,5772,13429
4549,-11505,1866
-6718,8369,-2210
3654,1805,14311
2541,-10380,-1121
-6694,10591,679
5320,-2208,2325
486,-7893,13409
-5734,11785,-4588
6402,-6038,5678
-1820,-4624,11460
-4121,11504,-5710
-3144,-9043,8935
6809,-814,8710
-4848,10141,-5597
-1044,-11105,11603
6111,3122,5501
-6029,7444,-4540
1273,-11858,13552
4613,6704,2050
-6759,3835,-2428
3574,-11173,14394
2657,9534,-1040
-6746,-67,526
5279,-9434,14057
604,11290,-3562
-5738,-4038,3874
6361,-6502,12637
-1704,-4671,-5282
-4207,11640,7266
6846,-9072,10251
-3937,-888,-5808
-2235,10221,10283
6559,-11100,7233
-5488,3014,-5256
56,7673,12562
5486,-11696,13494
-6413,6585,2167
2394,3991,-2417
3682,-11232,14333
-6858,9488,-962
4465,31,490
1708,-9446,14055
606,11321,-3559
-5771,-4028,3865
6353,-6535,12659
-1720,12027,-5165
-4176,-7480,7158
6782,-2936,10371
-3896,11139,-5798
-2252,-10186,10198
6585,1005,7240
-5425,9114,-5183
51,-11470,12580
5437,4786,3908
-6423,5845,-3634
2363,-11702,14055
3745,8137,580
-6854,9454,-1157
4398,109,14385
1763,-9524,-2291
-6400,11293,2008
5865,-3891,13565
-420,-6554,-4554
-5138,11836,-5293
6667,-7493,7135
-2766,-3036,10409
-3331,11190,-5829
6794,-10155,10127
-4740,901,7346
-1218,9088,-5252
6199,-11519,12569
-5938,4696,4013
-6396,5982,-3703
2257,-11706,14031
3825,8017,723
-6864,2288,-1239
4331,-10608,14394
1827,10437,-2176
-6441,-1745,1912
5816,-8320,13557
-357,11832,-4362
-5170,-5477,5248
6574,-5100,11746
-2675,11722,-5608
-3402,-8793,8545
6819,-10045,9083
-4723,733,-5713
-1302,9218,11367
6195,-11544,5833
-5936,4567,-4674
-5382,9231,-5321
-140,-11565,12499
5575,4576,4138
-6364,6134,-3790
2161,-11753,13933
3840,7839,856
