Ax,Ay,Az
4351,-11069,14786
2047,10645,-2142
-6579,-1577,1455
5774,-8764,14097
-250,12071,-4525
-5274,12310,4974
6724,-7359,12296
-2721,-3550,-5945
-3597,11538,8519
7031,-10189,9522
-4650,517,-6071
-1445,9660,11391
6313,-11841,6264
-5907,4453,4545
938,6576,-4343
4893,-12146,14230
-6832,7941,1086
3280,2771,-1870
3123,-11122,14587
-6977,10375,-2095
5076,-1365,1361
5713,-8875,14049
-173,11976,-4425
-5341,-5404,4857
6703,-5596,12335
-2622,12148,-5864
-3655,-8779,8300
7001,-1692,9674
-4560,10899,-6104
-1517,-11117,11279
6363,2335,6404
-5879,8324,-5218
838,-11935,13545
4965,6259,2844
-6828,4770,-3243
3233,-11809,14665
3132,-11172,-426
-6963,10503,-441
5040,-1278,14630
1079,-8944,-3248
-6110,12020,2944
6271,-5142,13344
-1350,-5776,12365
-4587,12108,-5779
6910,-8673,8115
-3647,-1884,9813
-2706,10992,-6149
6866,-11058,11150
-5247,2220,6512
-468,8452,-5311
5731,-12146,13382
4957,6066,2989
-6774,4939,-3385
3158,-11857,14610
3201,9228,-434
-6972,992,-465
5012,-10092,14592
1135,11299,-3228
-6154,-3292,2936
6232,-7463,13460
-1291,12261,-5212
-4630,-7050,6469
6926,-3903,11310
-3584,11804,-6092
-2743,-10032,9735
6826,-11030,8300
-5171,2149,-5823
-497,8488,12395
5747,-12213,4830
-6382,5965,-4476
2006,5047,14129
4142,-11877,1330
-7039,9100,-317
4133,1034,-577
2283,-10331,14598
2321,-10353,-1678
-6698,11292,1004
5629,-3027,14297
42,-7644,-4220
-5488,12285,4497
6621,-6710,6231
-2389,-4182,11365
-3819,11818,-6059
7000,-9803,9461
-4416,-114,8445
-1806,10050,-5919
6498,-11684,12247
-5774,3978,4935
621,7013,-4573
1858,-12144,14046
4257,7634,1485
-7043,3277,-2237
4093,-11321,14749
2337,10348,-1716
-6719,-765,971
5611,-9113,14215
138,11865,-4220
-5481,-4974,4449
6616,-5979,12638
-2386,12222,-5768
-3838,-8473,7930
7003,-2109,10051
-4357,11135,-6131
-1768,-10957,11019
6475,1982,6755
-5769,3956,-5335
676,6990,13296
5067,-12042,3116
-6752,7549,-3400
3032,3142,14581
3300,-11256,-205
-6974,10336,-654
4943,-979,982
1265,-9114,14204
-6158,11954,-4253
6209,-5046,4485
-1171,-5918,12545
-4727,12399,-5728
6933,-8474,7948
-3469,-2091,9937
-4446,11085,-6150
-1765,-10985,11067
6477,2087,6656
-5791,8551,-5324
703,-12113,13388
5062,6004,3131
-6827,5239,-3349
3102,-11812,14596
3239,9130,-269
-6946,1013,-538
4994,-10305,14626
1220,11324,-3146
-6101,-3126,2849
6232,-5145,13517
-1244,-5769,-5205
-4667,12141,6382
6968,-8591,11314
-3529,-1947,-6160
-2790,11001,9643
6848,-11007,8282
-5195,2122,6564
-530,8558,-5352
5843,-11998,13367
-6375,5993,3051
1963,5038,-3397
4159,-11858,14609
-7043,9169,-299
4087,1021,-596
4960,-10313,14589
1211,11256,-3111
-6092,-3001,2771
6216,-7642,13513
-1230,12229,-5143
-4698,-6889,6301
6916,-4081,11375
-3479,11806,-6081
-2822,-9892,9597
6855,0,8358
-5161,9953,-5863
-522,-11617,12345
5850,-12078,4956
-6354,5801,-4483
1854,5186,14077
4244,-11878,1486
-7003,9030,-2193
4047,1186,14752
2338,-10399,14575
-6675,11202,-3058
5628,-2864,2673
122,-7698,13489
-5483,12191,-5158
6556,-6841,6201
-2367,-4124,11366
-3831,11853,-6152
7031,-9847,9514
6876,-122,8454
-5135,10037,-5913
-670,-11649,12226
5917,3903,5049
-6289,7043,-4588
1768,-12007,14131
4283,7567,1532
-7022,3222,-2167
4083,-11337,14808
2344,10302,-1654
-6691,-931,973
5654,-9181,14242
108,11827,-4164
-5471,-4851,4500
6580,-6040,12637
-2370,-4158,-5724
-3866,11852,7928
7011,-9843,10030
-4400,-109,-6158
-1768,10033,10996
6488,-11677,6711
-5761,3923,-5375
647,7022,13283
5098,-12175,14027
-6787,7586,1427
3021,3190,-2257
3347,-11275,14754
-6980,10315,-1792
4950,-1004,927
1237,-9183,14240
103,11908,-4235
-5514,-5004,4431
6641,-5967,12604
-2393,12226,-5791
-3878,-8381,8007
7020,-2068,10003
-4375,11027,-6108
-1791,-10947,11025
6510,1944,6783
-5744,8639,-5332
607,-12091,13331
5102,5759,3293
-6754,5339,-3459
2990,-11752,14573
3366,8919,-82
-7008,10177,-713
4884,-815,14646
1380,-9270,-2931
-6224,11878,2532
6148,-4826,13600
-1048,-6132,-5107
-4781,12228,-5771
6864,-8378,7712
-3409,-2427,10072
-2901,11197,-6167
6834,-10878,10792
-5071,1726,6886
-687,8779,-5445
5931,-12080,13193
5202,5636,3394
-6703,5484,-3643
2873,-11998,14464
3473,8855,63
-6989,1457,-885
4783,-10548,14701
1463,11121,-2867
-6275,-2677,2432
6086,-7923,13703
-959,12343,-4922
-4900,-6511,5907
6823,-8193,11666
-3269,-2506,-6047
-3031,11267,9292
6907,-10781,8708
-4999,1647,-5935
-812,8949,12035
5941,-12049,5289
-6238,5472,3551
1652,5554,-3700
4359,-11936,14528
-6961,8822,117
3878,1553,-1009
2539,-10539,14625
-6778,11004,-2873
5496,-2610,2408
322,-7960,13657
-5647,12165,-4978
-4881,-6496,5868
6862,-4517,11646
-3250,11966,-6063
-3061,-9587,9212
6921,-512,8757
-4980,10248,-5969
-844,-11562,12017
6015,3566,5335
-6221,7554,-4668
1563,-12047,13921
4406,7118,1887
-6965,3664,-2483
3812,-11434,14761
2571,10067,-1369
-6767,-511,628
5485,-2583,14355
366,-8011,-3964
-5682,12198,4088
6551,-6453,12834
-2125,-4527,-5665
-4060,11973,7491
6964,-9455,10238
-4148,-581,-6116
-2074,10263,-5954
6575,-11497,11951
-5635,3462,5356
323,7391,-4737
5272,-12171,13923
-6633,7194,1865
2782,3659,-2522
3845,-11382,14601
2600,9903,-1513
-6689,-581,699
5469,-9397,14286
322,11770,-3988
-5625,-4557,4082
6529,-6296,12822
-2134,12260,-5655
-4036,-8150,7583
7036,-2556,10313
-4248,11494,-6109
-2049,-10592,10687
6545,1443,7115
-5655,8922,-5436
351,7387,13050
5234,-12135,3605
-6603,7110,-3755
2763,3680,14475
3484,-11459,188
-7012,10070,-1035
4693,-464,14662
1557,-9515,14290
-6293,11786,-3947
6000,-4471,4008
-858,-6402,12823
-4925,12328,-5622
6857,-8094,7538
-3221,-2607,10344
-3099,11309,-6161
-2042,-10713,10630
6586,1436,7139
-5567,9036,-5494
310,-12041,13060
5264,5363,3672
-6645,5649,-3781
2750,-11992,14479
3560,8772,260
-6999,1721,-1074
4732,-433,14698
1524,-9506,-2718
-6310,11759,2280
6038,-4494,13669
-873,-6369,-4940
-4881,12241,5848
6809,-8152,11707
-3239,-2560,-6053
-3057,11324,-6160
6923,-10735,10641
-4973,1480,7112
-895,8957,-5514
5991,-12023,13092
-6206,5423,3585
1601,5826,-3668
4421,-11801,14448
-6872,8626,238
3831,1704,-987
4732,-10636,14694
1554,11022,-2755
-6344,-2462,2316
6029,-8031,13735
-879,12201,-4928
-4872,-6436,5854
6850,-4528,11700
-3275,11945,-6054
-3096,-9582,9219
6928,-522,8778
-5029,10492,-5844
-858,-11392,11977
5970,3436,5375
-6221,7350,-4662
1573,-12130,13922
4407,-11969,1799
-6951,8789,-2452
3855,1547,14724
2513,-10541,-1466
-6757,11106,623
5482,-2627,14326
298,-7972,-4030
-5672,12355,-4957
6515,-6418,5783
-2041,-4583,11658
-4036,11974,-6064
7014,-9605,9172
-4201,-531,8756
-2033,10374,-5951
6533,-11413,11969
5991,3444,5376
-6215,7365,-4707
1586,-12121,13953
4399,7163,1891
-6940,3658,-2468
3853,-11449,14762
2559,10060,-1353
-6772,-548,634
5488,-9436,14349
356,11790,-3971
-5621,-4541,3992
6524,-6520,12730
-2068,12207,-5591
-3979,-8137,7554
6936,-9559,10287
-4212,-525,-6121
-1948,10238,10710
6609,-11546,7022
-5637,3591,-5480
411,7324,13092
5238,-12169,13942
-6714,7273,1750
2840,3558,-2469
3451,-11507,14655
-7031,10110,-1443
4795,-605,660
1400,-9370,14298
-6271,11824,-4074
6115,-4761,4230
6571,-6208,12709
-2197,12277,-5662
-3930,-8231,7735
7021,-2391,10178
-4311,11210,-6095
-1890,-10820,10877
6516,1721,6931
-5713,8767,-5343
531,-12039,13244
5139,-12153,3377
-6688,7429,-3551
2909,3457,14502
3435,-11371,19
-6983,10190,-835
4847,-754,14650
1380,-9239,-2964
-6172,11868,2523
6131,-4839,4322
-1055,-6116,12645
-4798,12384,-5684
6918,-8250,7763
-3318,-2322,10102
-2946,11181,-6132
6864,-10862,10844
-5057,1782,6874
-708,8722,-5386
5915,-12038,13249
-6276,5713,3345
-6735,5311,-3527
2940,-11904,14566
3361,9025,-98
-6945,1432,-767
4900,-10392,14526
1333,11119,-2938
-6175,-2887,2649
6159,-7704,13569
-1116,12220,-5096
-4719,-6807,6221
6884,-4141,11415
-3501,11854,-6089
-2844,-9843,9516
6870,-10938,8424
-5124,1968,-5899
-612,8644,12237
5835,-12125,5007
-6311,5734,-4527
1863,5161,14009
4236,-11887,1489
-6999,9041,-2195
4049,1154,-735
2387,-10379,14625
-6658,11253,-3038
5585,-2947,2617
124,-7674,13587
-5506,12253,-5116
6615,-6655,6237
6937,-4031,11419
-3443,11821,-6075
-2844,-9847,9538
6857,-90,8460
-5088,10001,-5831
-625,-11629,12269
5846,3936,5006
-6281,7181,-4523
1891,-12082,13989
4298,7443,1566
-6977,3267,-2148
4015,-11277,14702
2337,10250,-1698
-6669,-921,955
5591,-3007,14197
95,-7632,-4212
-5495,12179,4378
6611,-6672,12451
-2326,-4128,-5742
-3830,11757,7883
6965,-9840,9509
-4377,-78,8402
-1754,10009,-5880
6464,-11647,12236
-5782,3971,4959
612,7011,-4520
5080,-12133,14080
-6743,7546,1508
3020,3232,-2160
4017,-11301,14548
2363,10037,-1697
-6623,-875,1014
5597,-9164,14207
135,11828,-4109
-5498,-4855,4456
6570,-6026,12606
-2317,12209,-5716
-3852,-8378,7894
6988,-2168,10040
-4358,-172,-6126
-1837,10072,10912
6507,-11640,6799
-5749,3863,-5410
538,7214,13144
5142,-12175,3309
-6733,7440,-3552
2942,3296,14503
3354,-11315,14706
-6978,10266,-1646
4863,-853,879
1346,-9193,14212
-6195,11994,-4150
6155,-4861,4380
-1100,-6058,12642
-4738,12244,-5717
6863,-8420,7898
-3407,-2170,9997
-4331,11142,-6089
-1777,-10791,10989
6466,1858,6740
-5777,8640,-5278
642,-12032,13307
5066,5764,3278
-6750,5210,-3481
3017,-11891,14571
3334,8967,-120
-7055,1418,-624
4923,-10285,14591
1268,11141,-3011
-6251,-2962,2672
6125,-7690,13521
-1096,12189,-5130
-4722,12216,6175
6900,-8423,11411
-3451,-2196,-6108
-2921,11098,9431
6867,-10875,8451
-5059,1875,-5943
-679,8821,-5415
5866,-12058,13125
-6234,5622,3340
1721,5337,-3587
4273,-11947,14518
-6990,8944,-66
3969,1278,-762
2421,-10415,14694
1354,11217,-3001
-6208,-2825,2633
6135,-7660,13609
-1044,12187,-5056
-4798,-6739,6153
6874,-4214,11489
-3385,11843,-6038
-2911,-9777,9445
6878,-223,8524
-5066,10125,-5847
-715,-11607,12175
5905,3754,5135
-6271,7274,-4509
1730,-12054,13939
4296,-11883,1678
-6967,8829,-2292
3882,1362,14696
2461,-10442,-1543
-6691,11139,770
5530,-2744,14220
258,-7864,-4095
-5594,12207,-5038
6548,-6441,6007
-2181,-4350,11507
-3928,11781,-6022
6979,-9639,9288
-4271,-367,8635
-1947,10132,-5886
6564,-11542,12053
5970,3603,5275
-6189,7253,-4658
1660,-12016,13972
4367,7183,1713
-6928,3467,-2329
3869,-11357,14710
2475,10081,-1439
-6700,-644,756
5503,-9295,14294
244,11798,-4067
-5627,12207,4215
6512,-6437,12634
-2186,-4504,-5595
-3940,11800,7618
6969,-9612,10157
-4278,-423,-6114
-1909,10132,10771
6547,-11543,6961
-5667,3664,5178
417,7213,-4663
5191,-12097,13951
-6681,7247,1750
2850,3756,-2316
3544,-11212,14725
-6976,9951,-1439
4812,-603,720
1459,-9289,14289
-6247,11775,-3999
-5597,-4626,4017
6571,-6380,12689
-2122,12215,-5599
-3964,-8180,7623
6989,-2464,10254
-4225,11230,-6117
-1940,-10770,10768
6547,1626,6991
-5645,8849,-5415
442,-11926,13145
5252,5400,3433
-6651,5415,-3596
2830,-11899,14453
3457,8770,132
-6982,1553,-937
4753,-533,14636
1461,-9359,-2805
-6275,11795,2379
6059,-4631,13652
-912,-6262,-4990
-4879,12251,5882
6820,-7946,7664
-3278,-2361,10168
-2958,11127,-6117
6884,-10718,10713
-4995,1494,7030
-833,8917,-5399
6009,-11952,13105
-6231,5426,3568
-6680,5580,-3679
2814,-11919,14464
3533,8726,197
-6989,1603,-984
4731,-10574,14467
1602,10886,-2817
-6260,-2538,2356
6054,-8029,13618
-859,12113,-4883
-4865,-6345,5816
6829,-4536,11640
-3166,11905,-6006
-3078,-9498,9098
6917,-582,8753
-4972,10393,-5915
-879,8893,11902
5990,-11871,5382
-6168,5255,-4675
1576,5641,13854
4419,-11915,1920
-6947,8640,-2505
3777,1684,-1093
2603,-10611,14662
-6772,11004,-2726
5461,-2461,2226
421,-8040,13577
-5734,11984,-4952
6456,-6328,5789
-2086,-4592,11687
-3199,11917,-5985
-3089,-9520,9131
6903,-611,8829
-4924,10285,-5957
-918,-11506,11952
5993,3472,5403
-6176,7384,-4766
1520,-12057,13796
4512,6912,1857
-6880,3691,-2437
3803,-11423,14634
2584,-10544,-1255
-6753,10946,541
5449,-2412,14332
441,-8051,-3894
-5694,12171,3971
6496,-6308,12838
-2008,-4624,-5623
-4131,12078,7394
6985,-9452,8988
-4090,-736,8912
-2131,10379,-5982
6554,-11457,11845
-5571,3318,5525
211,7546,-4792
5339,-12048,13819
-6627,7044,1940
2677,3801,-2588
3608,-11469,14715
2663,9901,-1177
-6791,-228,419
5350,-9565,14404
494,11715,-3863
-5759,-4145,3907
6462,-6515,12878
-1993,12150,-5512
-4164,-7909,7337
6959,-2768,10510
-4074,11326,-6122
-2194,-10572,10479
6624,1211,7355
-5532,9144,-5529
118,-11918,12867
5378,-11972,3816
-6581,6764,-3891
2543,3943,14382
3667,-11493,442
-7027,9761,-1276
4604,-109,14690
1715,-9615,-2541
-6375,11650,-3775
5926,-4179,3750
-627,-6688,12968
-5082,12198,-5516
6783,-7790,7199
-3027,-2980,10534
-3349,11287,-6164
6981,-10504,10418
6634,1074,7427
-5497,9181,-5578
97,-11944,12883
5408,5036,3985
-6578,5972,-3966
2512,-12017,14375
3749,8386,602
-7045,2282,-1307
4524,-10661,14686
1759,10744,-2417
-6460,-2027,1947
5902,-8328,13833
-551,12015,-4679
-5069,-5903,5404
6753,-7652,11992
-2947,-3065,-5944
-3386,11564,8714
6959,-10440,9204
-4749,945,-6009
-1214,9357,11599
6195,-11875,12778
-6029,4838,4094
1211,6290,-4034
4697,-11990,14273
-6855,8215,693
3486,2252,-1477
2840,-10848,14722
-6843,10766,-2329
-6440,-1884,1738
5872,-8466,13931
-438,12122,-4631
-5153,-5699,5228
6750,-5138,12034
-1604,-5404,12103
-4402,12074,-5872
6910,-8956,8499
6967,-1445,9447
-4635,10713,-6052
-1374,-11225,11433
6276,2638,6134
-5963,8278,-4963
1066,-12026,13538
4779,6309,2651
-6844,4540,-3008
3379,-11699,14634
2998,9421,-689
-6899,464,-133
5140,-9968,14507
923,11465,-3425
-5951,-3635,3244
6248,-7113,13149
-1548,12157,-5290
-4416,-7187,6807
6939,-3490,10905
-3765,-1558,-6081
-2571,10758,9945
6780,-11078,7878
-5307,2484,-5685
-250,8137,12549
5635,-12066,4435
-6429,6332,-4236
2192,4621,-3107
3953,-11656,14542
-7034,9241,-755
4277,502,-124
2039,-10021,14499
-6548,11348,-3348
5757,-3547,3174
-201,-7181,13287
-5310,12265,-5266
-4502,-7234,6618
6961,-3657,11048
-3689,11712,-6043
-2585,-10133,9863
6749,394,8022
-5283,9678,-5743
-290,-11782,12521
5665,4436,4439
-6436,6525,-4215
2177,-11957,14230
3995,7917,1016
-7009,2653,-1779
4292,-11011,14712
2093,10546,-2046
-6576,11409,1392
5704,-3453,14045
-176,-7252,-4430
-5295,12234,4821
6636,-6944,12216
-2590,-3581,-5866
-3588,11589,8311
7028,-10052,9861
-4552,405,7996
-1495,9667,-5708
6329,-11741,12476
-5848,4359,4580
883,6728,-4293
4858,-12054,14096
4038,7805,1158
-6971,2773,-1825
4260,-11062,14705
2115,10445,-1976
-6550,-1371,1389
5716,-8830,14075
-140,11956,-4412
-5333,-5207,4873
6675,-5499,12317
-2627,12076,-5842
-3690,-8739,8246
6981,-1741,9649
-4534,10861,-6061
-1511,-11062,11234
6358,-11740,6392
-5848,4276,-5200
848,6606,13430
4964,-12045,2864
-6770,7831,-3213
3205,2812,14616
3136,-11111,14702
-6936,10477,-1933
5011,-1249,1312
1057,-8877,14048
-95,11909,-4346
-5345,-5260,4794
6601,-5671,12363
-2522,12119,-5772
-3672,-8651,8171
6943,-1837,9756
-4461,10909,-6080
-1640,-10994,11149
6394,2213,6475
-5840,8626,-5151
760,-11934,13294
4944,5938,3055
-6772,4963,-3330
3103,-11810,14530
3223,9125,-270
-6919,1025,-550
4938,-10254,14555
1177,11279,-3139
-6098,11959,2819
6166,-5096,13411
-1236,-6006,-5115
-4665,12134,6352
6874,-8569,11270
-3541,-1985,-6036
-2778,10911,9609
6831,-10941,8304
-5141,2017,6574
-544,8487,-5235
5813,-12032,13349
-6327,5925,3106
1875,5058,-3397
4196,-11833,14504
-6935,9004,-249
-6966,1052,-604
4932,-10290,14579
1247,11237,-3061
-6172,-3035,2695
6110,-7622,13509
-1135,12211,-5102
-4735,-6836,6208
6901,-4088,11372
-3440,11824,-6061
-2849,-9825,9456
6855,-219,8381
-5045,9929,-5808
-627,-11622,12235
5802,3897,4981
-6255,5783,-4496
1821,5179,14033
4203,-11818,1532
-7001,8985,-2148
4008,1260,14689
2363,-10427,-1617
-6650,11160,922
5552,-2928,14205
141,-7747,13558
-5501,12165,-5054
6561,-6562,6127
-2294,-4171,11346
-3825,11737,-6022
6939,-9713,9435
-4330,-232,8509
-1848,10014,-5908
-696,-11602,12112
5909,3810,5119
-6226,7111,-4590
1750,-12088,13989
4322,7371,1664
-6974,3407,-2297
3951,-11287,14703
2435,10074,-1552
-6719,-717,765
5493,-9270,14270
291,11797,-4070
-5603,-4712,4194
6535,-6226,12721
-2189,12230,-5635
-4018,11777,7712
6990,-9596,10211
-4237,-424,-6106
-1990,10158,10710
6537,-11514,11974
-5579,3538,5367
340,7313,-4702
5250,-12092,13864
-6605,7197,1916
2718,3785,-2519
3552,-11422,14690
-6951,9964,-1293
-6811,-239,603
5487,-9403,14307
422,11671,-3888
-5708,-4425,3995
6451,-6481,12827
-1991,12180,-5568
-4112,-7950,7408
6949,-2716,10357
-4103,11262,-6103
-2114,-10595,10506
6618,1303,7256
-5557,9072,-5512
228,-11777,12918
5336,5130,3715
-6561,5701,-3780
2602,-11898,14404
3609,-11448,403
-6977,9833,-1185
4623,-188,14680
1694,-9569,-2564
-6384,11647,2076
5963,-3984,13737
-667,-6517,-4759
-4984,12120,-5478
6783,-7822,7266
-3081,-2929,10501
-3274,11316,-6051
6961,-10386,10448
-4849,1143,7355
-1065,9176,-5508
6093,-11817,12883
5384,5064,3912
-6594,5947,-3907
2518,-11952,14329
3698,8468,537
-7013,2276,-1219
4539,-10623,14642
1726,10742,-2452
-6417,-2067,1958
5867,-8298,13831
-562,12079,-4703
-5064,-5974,5333
6743,-5050,11948
-2946,12075,-5923
-3335,-9205,8767
6923,-10436,9177
-4769,1023,-5996
-1150,9287,11701
6145,-11863,5762
-6006,4871,-4878
1318,6032,13664
4604,-11964,2311
-6842,8303,-2780
3597,2165,-1372
2819,-10832,14680
-6826,10777,-2406
5264,-1962,1855
679,-8343,13863
-5817,12057,-4645
6394,-5765,5327
6759,-5146,11937
-2879,11997,-5854
-3394,-9091,8637
6951,-1203,9275
-4678,10608,-5991
-1263,-11230,11539
6183,2797,5946
-5984,7930,-4983
1129,-12069,13599
4733,6533,2509
-6849,4376,-2971
3413,-11587,14636
2960,9497,-784
-6849,317,-44
5142,-1717,14467
882,-8599,-3473
-5925,12023,3332
6287,-5595,5063
-1572,-5288,12138
-4434,11972,-5883
6994,-8858,8508
-3799,-1425,9407
-2488,10614,-6017
6748,-11132,11372
-5337,2548,6101
-231,8073,-5051
5592,-12071,13535
4809,6405,2633
-6859,4552,-3053
3319,-11656,14605
3017,9417,-649
-6904,692,-123
5100,-9886,14473
945,11388,-3353
-5991,-3544,3210
6239,-7304,13243
-1441,12163,-5258
-4497,-7174,6651
6912,-3647,11051
-3684,11653,-6045
-2656,-10037,9808
6769,350,8088
-5251,9917,-5632
-375,8318,12369
5693,-12062,4676
-6354,6115,-4308
2050,4824,14117
4030,-11732,1194
-6965,9193,-1890
4201,795,14670
2158,-10114,14488
-6625,11422,-3180
5683,-3266,2980
-71,-7405,13331
-5369,12149,-5194
6594,-7056,6489
-2529,-3779,11166
-3666,11687,-6053
-2689,-9797,9755
6830,272,8083
-5162,9687,-5739
-438,-11653,12395
5716,4167,4741
-6367,6733,-4370
1995,-12064,14113
4107,7679,1317
-6987,2951,-1991
4094,-11127,14634
2210,10328,-1804
-6600,-1035,1177
5601,-8992,14085
-7,11844,-4244
-5407,12150,4600
6615,-6920,12447
-2424,-3963,-5729
-3761,11598,8103
6971,-9869,9807
-4477,61,-6046
-1694,9825,11099
6412,-11687,12311
-5776,4079,4830
705,6822,-4413
5010,-12053,14071
-6740,7608,1373
3069,3176,-2054
3187,-11196,14596
-6860,10221,-1710
-6624,-1022,1045
5570,-8999,14128
41,11856,-4213
-5402,-4977,4565
6559,-5869,12459
-2402,12112,-5709
-3811,-8448,7940
6984,-2023,9896
-4381,11023,-6104
-1772,-10727,11018
6412,2048,6655
-5743,8501,-5291
616,-11981,13250
5064,5769,3260
-6690,7462,-3476
2972,3239,14498
3304,-11222,-89
-6954,10287,-1567
4862,-780,877
1341,-9178,14191
-6134,11831,-4085
6074,-4809,4360
-1046,-6091,12591
-4752,12148,-5649
6852,-8283,7769
-3377,-2249,10072
-4274,11106,-6079
-1851,-10787,10847
6498,1668,6856
-5663,8795,-5347
469,-11975,13136
5186,5537,3433
-6675,5381,-3589
2856,-11870,14450
3433,8840,59
-7021,1567,-802
4805,-10320,14590
1387,11047,-2872
-6230,-2701,2500
6071,-7827,13561
-975,12085,-4953
-4799,-6502,5994
6844,-4342,11540
-3304,-2377,-6033
-2940,11078,9250
6878,-10589,8542
-4984,1627,-5822
-765,8787,12016
5934,-11920,5247
-6157,5346,3514
1632,5500,-3579
4379,-11836,14444
-6926,8776,139
3858,1548,-929
2537,-10477,14643
-6737,11038,-2755
5454,-2406,2288
6019,-8056,13555
-828,12059,-4818
-4878,-6340,5821
6824,-4475,11598
-3228,11895,-6009
-3075,-9470,9085
6942,-643,8693
-4919,10246,-5878
-892,-11459,11886
5979,3410,5408
-6125,7412,-4734
1570,-12095,13825
4445,7077,1907
-6931,3743,-2530
