Tm,Ax,Ay,Az
Tm,Ax,Ay,Az
13462,-1822,741,12990
13465,280,480,14754
13467,-1552,-1554,15862
13470,-274,1776,16695
13476,-767,-1367,11162
13478,-371,-182,12755
13481,696,1011,16994
13485,-128,505,19723
13487,-481,1062,5913
13490,-1058,-2013,13525
13493,74,-1576,9802
13495,-1332,-1190,7985
13498,-630,1700,22523
13501,-143,-523,12776
13504,-879,642,7630
13506,163,241,12050
13509,-707,-970,2840
13512,-1255,-1557,17568
13514,1006,680,16315
13517,-1305,-2454,14340
13520,-575,1268,17045
13522,241,633,7844
13526,-1389,-1699,8225
13529,-126,1137,14603
13532,1051,-2732,13602
13534,-408,-355,14857
13540,-1718,-2256,11989
13543,-393,101,8891
13545,-965,-1507,7483
13548,-434,-1541,21640
13551,475,70,12895
13553,-994,300,6754
13556,-60,-46,12423
13559,-630,-730,3997
13561,-911,-2191,17730
13564,1080,669,17285
13568,-1110,-2315,12650
13571,-719,670,17172
13573,188,511,8768
13576,-1498,-1628,7926
13579,-226,-1270,21611
13581,-563,-2374,13192
13584,-560,245,12816
13587,-404,607,6947
13589,-962,-2168,4807
13592,-979,345,11874
13595,157,814,9714
13597,-1445,-1745,16489
13600,-382,1801,14440
13606,-154,-316,12487
13608,-599,-499,5992
13612,-386,-2627,17643
13615,918,220,18077
13617,-839,-134,11274
13620,-1003,-71,16755
13623,34,509,8283
13625,-1493,-1678,7556
13628,-270,-1495,22142
13631,798,-1226,12769
13634,196,509,12278
13636,154,608,8175
13639,-653,-1122,2557
13642,-1442,855,13991
13644,390,534,15404
13647,-1137,-1310,14704
13650,-266,1344,16893
13652,438,-1326,6501
13656,-1196,-1496,10750
13659,-212,-480,14514
13662,789,-2738,13789
13664,-308,-996,18903
13667,-802,1119,5886
13673,-201,100,9432
13675,-1848,-1548,7489
13678,-405,-1537,22540
13681,-454,-1725,12639
13684,-728,904,10276
13686,-59,586,9167
13689,-848,-1944,2553
13692,-1563,634,15078
13694,688,1101,11917
13698,-1642,-2127,18585
13701,-524,2156,15542
13703,240,-582,6460
13706,-782,-1612,10139
13709,-221,-289,8544
13711,-816,-3232,15801
13714,464,-1063,18339
13717,-739,960,5414
13720,-1455,-2263,10836
13722,-174,-415,9407
13725,-1815,-1368,7639
13728,-539,-1697,22323
13731,847,-1331,12719
13745,731,919,13142
13748,-1568,-336,11574
13750,-716,1691,16120
13753,441,-346,6777
13756,-792,-1779,9253
13758,-35,-684,18478
13761,862,-2077,12845
13764,-607,-152,17589
13767,970,745,5327
13769,-910,-2458,9355
13772,-1670,-1165,10350
13775,-460,-302,10390
13777,-1011,-1937,22363
13780,-277,695,13364
13784,-938,-656,6131
13786,-273,-533,12490
13789,-563,-1392,2136
13792,-1482,-642,17064
13795,990,63,18899
13797,-1411,235,9765
13800,-1491,-278,16735
13803,-123,-508,7007
13805,-1867,-1799,8767
13811,642,-2885,14178
13814,-170,-596,16248
13816,-582,693,5784
13819,-1020,-2411,7376
13822,-432,-1524,9660
13825,-1381,-1089,8244
13828,-700,-1907,21341
13831,-114,-416,12835
13834,-906,583,7043
13836,90,165,12036
13839,-464,-1084,2616
13842,-1176,-1652,17404
13844,1059,760,16347
13847,-1313,-2448,13973
13850,-489,1361,17063
13853,255,468,8257
13855,-1483,-1692,8335
13858,-132,-958,21205
13861,934,-2581,13699
13863,-371,-163,14608
13867,-455,563,6616
13870,-995,-2132,5697
13875,-981,-813,9008
13878,-817,-1944,20458
13881,-847,-61,12937
13883,-545,145,6875
13886,-551,-81,12338
13889,-333,-738,3921
13891,-945,-2060,17355
13894,983,-769,19490
13897,-1062,975,7527
13899,-1881,-1537,14677
13902,121,516,8823
13905,-1752,-1593,7926
13908,-279,-1339,21263
13911,750,-1026,13177
13914,-841,290,12759
13917,881,599,7276
13919,-749,-3159,4598
13922,-1829,465,12362
13925,177,355,14339
13927,-1607,-1534,15977
13930,-248,1419,16443
13933,386,-1120,6601
13936,-954,-1323,11072
13941,-318,-2700,17395
13944,869,-796,19312
13947,-871,-2017,11014
13949,-1180,-221,16680
13953,-24,462,8667
13956,-1632,-1629,7550
13958,-268,1663,19160
13961,833,-1890,12734
13964,-653,708,11895
13967,-137,664,8540
13969,-1016,-1974,3275
13972,-1391,719,13968
13975,475,1024,11047
13977,-1627,-2106,19199
13980,-720,1996,15161
13983,-54,-846,6842
13985,-653,-1548,10452
13988,72,-466,7232
13991,793,768,16428
13993,-358,-364,14753
13997,-523,999,5673
14000,-1002,-964,11891
14005,-1108,-963,8718
14008,-818,-1942,20493
14011,-141,15,12899
14013,-630,337,7014
14016,-560,-43,12404
14019,-467,-633,4072
14021,-971,-2120,17712
14024,960,-474,19521
14027,-1046,942,7557
14029,-2000,-1503,14964
14032,237,600,8353
14035,-1648,-1730,7978
14038,-192,-1284,21345
14041,904,-1063,13172
14044,-848,214,13124
14047,848,559,7183
14049,-735,-3132,4727
14052,-1908,321,12100
14055,63,374,13996
14057,-1346,-1692,16224
14060,-283,1550,16313
14063,380,-1402,6593
14065,-887,-1203,11307
14071,-222,-2644,17441
14074,854,-684,19638
14076,-842,-2049,11284
14080,-1136,-40,16740
14083,-47,535,8420
14086,-1656,-1603,7668
14088,-201,-1546,22795
14091,814,-1958,12831
14094,-659,544,11527
14096,-210,604,8026
14099,-886,-2065,3601
14102,-1348,691,13720
14104,358,482,15742
14107,-1603,-1276,14885
14110,-859,2041,15089
14113,-58,-1004,6418
14115,-774,-1508,10726
14118,-279,-857,6683
14121,662,-3169,16455
14124,791,-837,19153
14127,-823,1033,5807
14130,-1701,-2150,12261
14135,-1764,-1622,7442
14138,-593,-976,20148
14141,956,-1567,12600
14144,-749,1000,10655
14146,-121,-466,6093
14149,-847,-2866,6938
14152,-1980,-325,11329
14154,-138,134,12221
14157,-1228,-1970,18478
14160,-756,1327,13772
14163,-736,-1111,5798
14166,-413,-935,12052
14169,-416,-1759,2447
14172,-920,-1627,17262
14174,1125,-502,19280
14177,-1246,678,8219
14180,-1748,-768,16843
14183,253,485,8021
14185,-1772,-1687,8238
14188,-202,-1252,20529
14191,786,-1123,12649
14193,-783,-126,14133
14196,-537,579,6721
14202,53,-1637,9897
14204,23,-724,9304
14208,-1520,-962,20443
14211,-859,1674,14248
14213,-407,-1083,6549
14216,-632,-1142,11545
14219,-387,-656,4901
14221,-550,-2160,17234
14224,1042,-854,19150
14227,-946,-2218,12506
14230,-767,325,16718
14232,82,585,8612
14235,-1614,-1871,7933
14238,-244,-1288,21032
14240,703,-903,12792
14243,-876,-952,12601
14246,68,568,7708
14248,-757,-990,3389
14252,-1404,-377,16979
14255,-11,419,14720
14257,-1287,-1563,15595
14260,-277,1309,16476
14266,-849,-1301,11034
14268,-274,-481,13616
14271,685,-2794,14089
14274,-135,479,19364
14276,-584,1108,6432
14279,-1104,-1950,13082
14282,11,-1579,9705
14285,-1411,-1035,8302
14287,-730,1603,22426
14290,-232,-477,12902
14294,-928,627,7372
14296,94,182,12072
14299,-568,-918,3396
14302,-981,-1404,17399
14304,1086,-387,19147
14307,-1172,665,8726
14310,-1787,-896,16748
14312,224,306,8410
14315,-1776,-1774,8197
14318,-149,-1178,20681
14321,984,-1421,12745
14323,-718,-177,14154
14326,-469,574,6351
14332,-701,-1660,9952
14334,-1027,-767,9037
14338,-793,-2027,21059
14341,-906,452,13105
14343,-573,87,6914
14346,-567,-1057,11824
14349,-300,-781,4024
14351,-660,-2117,17355
14354,1033,-626,19477
14357,-936,-2375,12774
14360,-775,439,16818
14362,118,479,8591
14365,-212,-1637,7962
14368,-218,-1253,21447
14370,754,-991,12805
14373,-913,-989,13184
14376,65,565,7299
14379,-732,-1201,2856
14382,-1525,-974,12379
14385,136,307,14167
14387,-1567,-1694,15881
14390,-208,-567,14586
14393,352,-1178,6160
14398,-248,-540,5651
14401,691,-2729,17144
14404,873,-762,19396
14406,-958,1031,6456
14409,-1964,-1833,13940
14412,-19,491,9127
14415,-1452,-1056,8171
14417,-740,-1373,22140
14420,795,-712,12856
14424,-936,713,7620
14426,116,197,11734
14429,-594,-1196,2660
14432,-1287,-1152,17289
14434,358,441,15440
14437,-985,-1289,14762
14440,-373,1292,16734
14443,264,535,7417
14445,-1165,-1812,8506
14448,-99,877,14689
14451,819,-819,13807
14453,-784,-580,15345
14456,1035,668,6211
14459,-837,-2215,6717
14465,-1161,-946,8735
14468,-834,-1908,20741
14471,-850,168,12974
14473,-691,343,6686
14476,-621,-970,12169
14479,-298,-948,3372
14481,-944,-2022,17332
14484,1055,-495,19595
14487,-1131,-2343,13282
14490,-737,1039,16993
14492,90,542,8435
14495,-1570,-1629,8208
14498,-198,-1102,21340
14500,790,-2403,13444
14503,-509,-28,13893
14507,-468,569,6938
14509,-1014,-2029,5296
14512,-767,99,11932
14515,8,337,13594
14517,-1566,-1781,16882
14520,-217,1659,16089
14523,358,-1559,6238
14528,93,-334,11491
14531,-589,-3025,14866
14533,110,-964,16632
14536,-591,745,5607
14539,-1282,-2313,8893
14542,-113,215,9698
14544,-472,-411,8250
14547,-1056,304,21413
14551,-116,758,13493
14553,-957,-462,6679
14556,-364,-520,12416
14559,-493,-562,7412
14561,72,-2905,16930
14564,743,-1024,18687
14567,-691,-1912,10350
14569,-1261,-659,15943
14572,-47,208,8741
14575,-1570,-1612,7688
14578,-462,1761,19692
14580,-441,-1626,12778
14583,-722,1042,11192
14586,-218,697,9100
14588,-918,-1632,3250
14595,-236,-3,8363
14598,-1209,-1990,18429
14600,-612,1124,13603
14603,-811,-1027,6056
14606,-377,-828,12159
14608,-534,-1003,3018
14611,-1209,-1413,17217
14614,1067,687,16133
14617,-1250,-2457,14440
14619,-482,1120,16743
14622,224,436,8262
14625,-1179,-1722,8360
14627,-132,-1010,20766
14630,830,-2556,13570
14633,-405,-261,14456
14637,-408,573,6418
14639,-989,-2259,6043
14642,-573,-327,9716
14645,-58,-906,8888
14647,-1344,-776,20277
14650,-810,1561,14134
14653,-676,-1147,6156
14658,-588,-605,4515
14661,-888,-2199,17557
14664,69,349,17075
14666,-1038,-2212,12502
14669,-682,460,16862
14672,-7,557,8427
14674,-1629,-1746,7933
14678,-225,-1272,21172
14681,869,-1061,13112
14684,-84,257,12792
14686,98,573,7375
14689,-765,-1200,2889
14692,-1414,-992,12304
14694,111,288,14214
14697,-1329,-1669,16072
14700,-278,1470,16252
14702,346,-1147,6683
14705,-952,-1158,11231
14708,-274,-484,13474
14711,693,-2737,14278
14713,-58,-771,19501
14716,-654,1062,6790
14720,-1653,-1808,13493
14725,-1590,-1628,7609
14728,-215,-632,19146
14731,816,-1860,12815
14733,-620,565,11419
14736,-180,646,8185
14739,-925,-1955,3620
14741,-1401,643,13832
14744,317,1050,11129
14747,-1631,-2108,19342
14750,-664,1919,15100
14752,-37,-984,6544
14755,-751,-1466,10605
14758,-30,-479,7107
14760,685,-3048,16283
14764,732,-944,18991
14767,-814,940,5874
14769,-1749,-2168,12047
14772,105,396,9142
14775,-1051,-893,8769
14777,-799,1264,21887
14780,-790,-168,13000
14783,-940,300,7231
14786,-111,-29,12252
14791,-922,-2069,17351
14794,972,557,17231
14796,-1037,-2284,13231
14799,-796,781,16904
14802,131,680,8394
14804,-1417,-1682,7973
14808,-215,-1080,22120
14811,835,-2351,13296
14814,-441,102,13470
14816,-267,536,6967
14819,-833,-2232,5006
14822,-788,192,11966
14824,116,278,13861
14827,-1563,-1647,16324
14830,-300,1654,14429
14832,-401,-1149,6443
14835,-731,-1148,11277
14838,-377,-1115,5878
14841,-913,-2527,17137
14843,922,-736,19207
14846,-914,957,6902
14850,-1967,-1702,13825
14855,-1558,-1689,9348
14858,-61,-815,18205
14861,906,-1980,12959
14863,-610,597,11493
14866,-324,-622,5822
14869,-951,-2203,8870
14871,-1405,-1394,10045
14874,-578,-221,10753
14877,-1084,-1638,21035
14880,-453,761,13475
14882,-900,-602,6820
14885,-382,-520,12277
14888,-507,-921,3670
14892,9,-500,17029
14894,741,-954,18827
14897,-712,-1826,10151
14900,-1295,-539,15993
14902,14,207,8668
14905,-1678,-1625,7669
14908,-411,-1494,21567
14910,-387,-1602,12639
14913,-714,844,10859
14916,-107,605,9215
14921,-259,-508,11108
14924,-212,48,11727
14927,-1221,-2073,18264
14929,-602,1146,13788
14932,-792,-1029,6288
14936,-456,-792,12148
14939,-500,-1806,3645
14941,-1102,-1526,17345
14944,963,-378,19069
14947,-1088,-2303,13912
